BELNR,WAERS,BUKRS,KTOSL,PRCTR,BSCHL,HKONT,DMBTR,WRBTR,label
130942,C8,C86,C1,C17,A1,B1,453909.99,0,regular
25855,C1,C12,C2,C21,A1,B3,365102.53,0,regular
134081,C3,C33,C4,C41,A3,B3,177117.88,0,regular
33180,C1,C12,C9,C96,A1,B1,717580.39,547461,regular
494624,C8,C87,C8,C87,A1,B3,256509.47,10718,regular
369826,C9,C97,C9,C98,A2,B1,1997022.46,49361.79,regular
202871,C1,C10,C4,C45,A1,B3,564145.92,54052,regular
171816,C1,C13,C1,C12,A1,B1,34149.76,20846,regular
246648,C6,C61,C1,C10,A2,B1,169850.82,0,regular
198704,C1,C11,C5,C52,A1,B1,327895.14,0,regular
70696,C1,C14,C2,C21,A1,B3,1028939.38,31957,regular
497722,C1,C17,C6,C66,A1,B2,2362165.78,0,regular
295617,C6,C62,C9,C93,A2,B1,385004.87,0,regular
135199,C6,C60,C1,C19,A2,B1,493396.7,0,regular
83154,C1,C14,C6,C66,A1,B2,513869.24,41760.75,regular
102128,C1,C19,C9,C96,A1,B1,468406.51,0,regular
362999,C1,C14,C5,C51,A1,B1,621010.63,0,regular
359610,C1,C16,C8,C85,A1,B3,353712.6,409781.29,regular
217930,C2,C25,C1,C15,A1,B1,1466036.56,0,regular
500556,C5,C52,C1,C11,A3,B1,338606.03,0,regular
279149,C3,C37,C1,C10,A3,B1,383879.18,0,regular
2471,C1,C13,C5,C58,A1,B1,760868.14,0,regular
388062,C1,C14,C1,C19,A1,B1,2378727.22,0,regular
298719,C1,C16,C4,C45,A1,B3,418832.85,21557,regular
331894,C1,C15,C7,C78,A1,B2,396982.14,0,regular
314681,C1,C11,C8,C87,A1,B3,379772.59,22197.12,regular
176609,C1,C15,C4,C46,A1,B3,270035.7,17909,regular
486307,C5,C51,C2,C20,A3,B3,64423.28,5231.7,regular
258367,C1,C10,C2,C20,A1,B3,130396.53,0,regular
482353,C7,C73,C1,C17,A3,B1,1708879.51,54625.91,regular
443255,C1,C19,C2,C23,A1,B3,60142.28,0,regular
485416,C6,C68,C1,C15,A2,B1,232377.14,0,regular
233636,C3,C33,C3,C39,A3,B2,1226327.25,29979,regular
201350,C9,C98,C1,C10,A2,B1,654602.11,0,regular
20935,C1,C10,C1,C17,A1,B1,784141.27,27391,regular
36600,C9,C91,C6,C68,A2,B2,157289.89,154712.66,regular
403798,C1,C11,C1,C12,A1,B1,1312600.17,599863,regular
183733,C4,C49,C1,C12,A2,B1,89888.25,0,regular
418968,C2,C20,C4,C49,A1,B3,459921.95,204837,regular
91727,C1,C10,C1,C12,A1,B1,2369165.64,209953,regular
520322,C1,C15,C5,C53,A1,B1,157272.13,157272.13,regular
166722,C7,C70,C2,C28,A3,B3,575140.46,0,regular
87991,C1,C14,C1,C12,A1,B1,799735.68,359239.64,regular
202878,C6,C69,C4,C42,A2,B3,346974.67,31241,regular
407387,C1,C10,C1,C13,A1,B1,1232291.82,0,regular
116588,C2,C20,C1,C12,A1,B1,260139.06,55693,regular
491902,C1,C14,C5,C51,A1,B1,12900.52,0,regular
187287,C1,C15,C8,C89,A1,B3,172451.25,0,regular
400184,C8,C82,C1,C13,A1,B1,473767.71,0,regular
190038,C2,C29,C1,C11,A1,B1,417360.14,0,regular
18963,C4,C41,C1,C18,A2,B1,89341.31,412824,regular
208662,C4,C42,C1,C13,A2,B1,273436.3,0,regular
227125,C1,C13,C8,C88,A1,B3,1940242.7,7010,regular
69150,C9,C98,C1,C18,A2,B1,380186.59,203182.96,regular
413045,C1,C13,C1,C13,A1,B1,658558.94,0,regular
437691,C4,C41,C1,C17,A2,B1,917189.04,4454.82,regular
410798,C7,C71,C7,C73,A3,B2,732424.62,0,regular
259316,C1,C17,C2,C29,A1,B3,339428.27,55254.68,regular
424780,C8,C81,C1,C17,A1,B1,191265.72,32672.76,regular
269007,C4,C40,C1,C13,A2,B1,322907.65,13530,regular
182370,C1,C17,C6,C60,A1,B2,1416169.19,594,regular
525328,C7,C73,C1,C15,A3,B1,2796509.16,47,regular
125168,C2,C24,C3,C33,A1,B2,2171019.45,61650,regular
94858,C1,C16,C1,C15,A1,B1,475037.98,0,regular
235644,C7,C75,C4,C49,A3,B3,35524.86,0,regular
399486,C1,C14,C1,C12,A1,B1,341806.82,0,regular
284029,C1,C19,C1,C10,A1,B1,634937.19,55158,regular
15326,C1,C10,C1,C16,A1,B1,623849.72,15798,regular
306669,C2,C20,C1,C12,A1,B1,16893750.83,0,regular
304370,C1,C11,C5,C57,A1,B1,405381.63,6211,regular
361446,C1,C13,C4,C44,A1,B3,18943.63,1381,regular
73291,C1,C13,C1,C15,A1,B1,295309,466883.29,regular
519509,C1,C16,C1,C12,A1,B1,617891.87,0,regular
232554,C3,C30,C3,C39,A3,B2,1915710.22,60066,regular
378675,C1,C17,C4,C42,A1,B3,544394.5,698,regular
395687,C1,C11,C7,C79,A1,B2,1511326.68,0,regular
491506,C1,C14,C1,C16,A1,B1,458252.03,23659,regular
440508,C9,C99,C1,C12,A2,B1,3305238.9,0,regular
416021,C2,C21,C1,C14,A1,B1,1623670.59,0,regular
97376,C8,C83,C1,C14,A1,B1,392236.56,102268,regular
210866,C3,C38,C1,C10,A3,B1,113209,4615,regular
217974,C1,C19,C6,C65,A1,B2,236239.21,0,regular
142140,C1,C18,C2,C20,A1,B3,286357.48,40081,regular
169410,C1,C17,C2,C27,A1,B3,225518.53,0,regular
438233,C3,C39,C1,C10,A3,B1,98257.95,0,regular
271692,C1,C15,C1,C17,A1,B1,1103481.67,122988,regular
368736,C8,C88,C1,C16,A1,B1,3803743.16,0,regular
347026,C1,C15,C1,C17,A1,B1,688779.01,0,regular
314564,C3,C31,C1,C19,A3,B1,703707.8,22273,regular
413469,C4,C47,C1,C11,A2,B1,171726.68,40660,regular
356298,C8,C87,C1,C16,A1,B1,460138.1,0,regular
320808,C2,C29,C1,C12,A1,B1,342470.44,0,regular
117187,C8,C85,C3,C32,A1,B2,449835.93,0,regular
339543,C3,C33,C7,C71,A3,B2,1220018.68,0,regular
253229,C8,C80,C1,C12,A1,B1,1143270.89,156945,regular
224117,C9,C96,C4,C44,A2,B3,45904.58,825,regular
34000,C1,C11,C1,C19,A1,B1,15253.93,0,regular
156595,C1,C19,C1,C11,A1,B1,340413.65,290939,regular
448184,C6,C61,C1,C16,A2,B1,364081.73,219665,regular
497425,C2,C20,C3,C32,A1,B2,1153170.19,0,regular
195102,C4,C47,C1,C16,A2,B1,822788.89,8316.21,regular
278240,C1,C12,C1,C19,A1,B1,1527964.21,588685,regular
232523,C1,C17,C1,C19,A1,B1,1371976.33,425699,regular
348838,C2,C20,C9,C96,A1,B1,40475.34,22400,regular
458292,C7,C75,C1,C18,A3,B1,168143.36,43862,regular
151806,C6,C63,C3,C35,A2,B2,183489.55,281033.1,regular
463686,C7,C77,C7,C73,A3,B2,3065610.21,21252,regular
226506,C8,C86,C1,C15,A1,B1,909876.87,0,regular
372990,C2,C20,C7,C72,A1,B2,5730074.97,0,regular
84975,C1,C13,C9,C94,A1,B1,162621.96,2281,regular
62461,C1,C17,C2,C20,A1,B3,1056257.98,0,regular
468611,C9,C94,C8,C83,A2,B3,618831.59,44001,regular
441730,C7,C73,C1,C11,A3,B1,1209537.3,0,regular
364456,C6,C60,C1,C10,A2,B1,1625098.01,0,regular
83263,C3,C30,C2,C21,A3,B3,109297.78,17041,regular
110262,C4,C42,C1,C12,A2,B1,761158.16,11128,regular
338329,C8,C83,C2,C20,A1,B3,141711.77,0,regular
460962,C8,C80,C8,C80,A1,B3,16360.91,0,regular
149415,C1,C14,C5,C57,A1,B1,80857.96,0,regular
385778,C1,C16,C8,C89,A1,B3,498353.53,169706.23,regular
247389,C1,C17,C3,C38,A1,B2,803870.7,216,regular
221545,C1,C10,C2,C28,A1,B3,932806.61,0,regular
277083,C1,C12,C1,C15,A1,B1,434586.29,0,regular
169783,C2,C20,C6,C69,A1,B2,3038707.45,11304,regular
257157,C1,C11,C1,C17,A1,B1,520656.3,0,regular
434523,C4,C46,C1,C16,A2,B1,619411.05,0,regular
418969,C3,C38,C1,C17,A3,B1,197709.72,136671,regular
483782,C1,C11,C3,C32,A1,B2,171619.33,0,regular
386840,C1,C14,C1,C15,A1,B1,430059.53,180489,regular
279505,C1,C18,C1,C18,A1,B1,389760.11,54323,regular
433675,C1,C18,C1,C18,A1,B1,2214368.48,99146.34,regular
431298,C1,C12,C7,C74,A1,B2,880058.42,16942,regular
451659,C1,C10,C1,C19,A1,B1,1147072.11,0,regular
346503,C1,C16,C1,C13,A1,B1,673521.41,0,regular
508778,C8,C81,C1,C16,A1,B1,707032.94,0,regular
510806,C1,C16,C4,C43,A1,B3,576699.92,0,regular
246144,C3,C38,C1,C11,A3,B1,557879.03,0,regular
451516,C1,C12,C4,C41,A1,B3,178059.35,0,regular
91997,C1,C17,C4,C49,A1,B3,80846.43,428091,regular
523056,C6,C65,C1,C14,A2,B1,1107453.45,0,regular
286609,C7,C72,C9,C92,A3,B1,65151.87,0,regular
397567,C1,C19,C9,C97,A1,B1,46528.41,0,regular
249070,C4,C47,C1,C11,A2,B1,2455361.71,49188,regular
219003,C1,C13,C1,C12,A1,B1,259456.01,29747,regular
523463,C4,C42,C1,C13,A2,B1,174063.37,43,regular
372922,C1,C17,C1,C18,A1,B1,139739.07,0,regular
305917,C1,C11,C8,C88,A1,B3,347955.16,0,regular
312353,C1,C17,C7,C79,A1,B2,272996.35,0,regular
188336,C1,C13,C2,C20,A1,B3,3363219.98,1329,regular
526078,C3,C39,C4,C46,A3,B3,207767.95,0,regular
311774,C1,C18,C1,C18,A1,B1,21748.25,82161.11,regular
464738,C5,C59,C1,C13,A3,B1,4466567.84,771,regular
289728,C3,C37,C5,C57,A3,B1,114564.12,679052.27,regular
130121,C2,C21,C7,C74,A1,B2,1632270.8,322,regular
185620,C1,C17,C1,C19,A1,B1,729280.72,202705,regular
262269,C1,C16,C1,C17,A1,B1,167818.45,0,regular
281820,C4,C48,C4,C43,A2,B3,942926.97,0,regular
169194,C3,C33,C1,C10,A3,B1,672148.72,0,regular
125624,C5,C51,C6,C61,A3,B2,115045.37,0,regular
294862,C1,C13,C4,C45,A1,B3,836111.26,840,regular
274390,C1,C17,C9,C92,A1,B1,1521739.11,0,regular
209848,C1,C15,C1,C12,A1,B1,413797.02,0,regular
416198,C1,C12,C1,C17,A1,B1,3519225.6,50343,regular
278118,C1,C14,C1,C19,A1,B1,51731.17,0,regular
1791,C2,C29,C1,C12,A1,B1,1206081.89,0,regular
40273,C1,C11,C5,C55,A1,B1,14122.45,0,regular
492872,C8,C84,C8,C86,A1,B3,356684.58,0,regular
469932,C1,C19,C5,C53,A1,B1,492532.37,0,regular
241194,C3,C37,C1,C14,A3,B1,1040470.7,245,regular
56600,C1,C12,C2,C24,A1,B3,177527.91,0,regular
480505,C1,C10,C6,C62,A1,B2,503160.13,0,regular
415708,C1,C15,C1,C15,A1,B1,3397887.82,154636,regular
344630,C1,C10,C1,C19,A1,B1,568617.38,0,regular
2836,C1,C15,C6,C67,A1,B2,255049.62,0,regular
316824,C7,C73,C4,C41,A3,B3,536005.24,20829,regular
225004,C2,C20,C5,C52,A1,B1,142517.33,5086,regular
143865,C9,C90,C1,C11,A2,B1,149021.35,0,regular
123650,C1,C15,C2,C23,A1,B3,6168077.6,6168077.6,regular
148291,C1,C12,C1,C12,A1,B1,201196.53,0,regular
176832,C1,C10,C2,C20,A1,B3,965747.74,2089,regular
191462,C3,C39,C1,C11,A3,B1,1346458.82,52018,regular
430060,C5,C56,C9,C99,A3,B1,33314.91,0,regular
282261,C2,C21,C2,C26,A1,B3,564822,0,regular
171517,C1,C13,C5,C57,A1,B1,216644.52,0,regular
479508,C3,C32,C9,C91,A3,B1,1468592.14,11302,regular
192992,C9,C96,C1,C12,A2,B1,105864.31,0,regular
444324,C1,C19,C8,C88,A1,B3,592088.35,0,regular
473995,C3,C37,C1,C14,A3,B1,8958.8,0,regular
457531,C1,C15,C8,C88,A1,B3,133558.98,0,regular
12962,C2,C27,C1,C13,A1,B1,709199.07,59504,regular
168133,C9,C91,C1,C13,A2,B1,833753.76,0,regular
412655,C1,C11,C8,C86,A1,B3,800844.42,0,regular
156180,C1,C13,C1,C14,A1,B1,720012.6,30403,regular
372658,C1,C15,C3,C33,A1,B2,673471.28,19264,regular
188458,C1,C10,C7,C76,A1,B2,280491.41,0,regular
519282,C1,C10,C1,C10,A1,B1,528221.67,10391,regular
469888,C1,C19,C1,C18,A1,B1,355230.32,0,regular
448254,C7,C73,C3,C30,A3,B2,201330.44,0,regular
506994,C9,C96,C6,C66,A2,B2,243074.39,0,regular
138125,C1,C18,C1,C12,A1,B1,422672.36,0,regular
75936,C6,C65,C2,C21,A2,B3,992180.32,133558,regular
521804,C1,C17,C2,C20,A1,B3,389799.26,0,regular
458071,C5,C50,C1,C19,A3,B1,370971.43,204700,regular
412148,C3,C38,C8,C88,A3,B3,304291.08,8583,regular
301050,C8,C88,C7,C75,A1,B2,169039.74,0,regular
160413,C1,C17,C1,C10,A1,B1,686620.79,0,regular
216498,C1,C14,C2,C21,A1,B3,3864609.52,3864609.52,regular
291081,C4,C44,C1,C16,A2,B1,69341.1,0,regular
498534,C2,C21,C7,C75,A1,B2,7080.18,0,regular
177495,C1,C15,C1,C11,A1,B1,904943.09,10578,regular
491121,C1,C13,C3,C30,A1,B2,999531.6,0,regular
173259,C4,C43,C1,C12,A2,B1,289461.27,0,regular
382338,C9,C99,C9,C91,A2,B1,1407577.3,184396,regular
137183,C1,C15,C1,C16,A1,B1,9760.75,50131.93,regular
208688,C1,C18,C1,C13,A1,B1,20081.16,0,regular
309135,C1,C13,C1,C17,A1,B1,362767.85,0,regular
368649,C6,C61,C4,C46,A2,B3,43138.22,11522,regular
325150,C2,C20,C1,C11,A1,B1,2102182.33,0,regular
24567,C7,C71,C1,C18,A3,B1,50300.44,220855,regular
289905,C1,C10,C1,C19,A1,B1,241814.56,0,regular
363558,C2,C23,C1,C18,A1,B1,2174200.11,291,regular
237100,C3,C34,C1,C16,A3,B1,387570.57,675,regular
21335,C1,C13,C4,C43,A1,B3,80546.76,0,regular
440410,C1,C13,C8,C82,A1,B3,259538.83,597,regular
526982,C1,C13,C1,C19,A1,B1,366268.53,183,regular
36671,C2,C27,C1,C12,A1,B1,44134.47,0,regular
22615,C1,C17,C4,C40,A1,B3,1163926.87,11830,regular
297026,C5,C54,C1,C10,A3,B1,66062.6,0,regular
155371,C1,C12,C3,C39,A1,B2,131603.85,318258.63,regular
238044,C4,C49,C3,C37,A2,B2,31118.61,10471,regular
189093,C4,C40,C1,C10,A2,B1,582270.92,0,regular
186220,C6,C60,C1,C19,A2,B1,64537.39,0,regular
467517,C1,C17,C9,C97,A1,B1,364736.47,0,regular
76484,C5,C56,C1,C15,A3,B1,151102.81,0,regular
49763,C1,C13,C7,C74,A1,B2,34166.27,0,regular
156363,C1,C16,C1,C10,A1,B1,815647.3,0,regular
444363,C1,C15,C6,C63,A1,B2,1491788.87,124155,regular
30526,C1,C13,C1,C14,A1,B1,211833.64,0,regular
105575,C9,C91,C1,C12,A2,B1,926815.36,0,regular
531696,C1,C18,C8,C80,A1,B3,680768.7,0,regular
507730,C6,C61,C6,C67,A2,B2,156246.08,0,regular
223685,C6,C67,C1,C14,A2,B1,140459.1,0,regular
399185,C1,C19,C6,C64,A1,B2,107691.79,41617,regular
308771,C2,C20,C2,C20,A1,B3,401140.53,142540.81,regular
426450,C1,C19,C2,C29,A1,B3,1033181.16,1184,regular
102104,C1,C19,C1,C15,A1,B1,237287.48,12884,regular
101769,C1,C19,C2,C20,A1,B3,964873.25,31441,regular
236166,C7,C76,C4,C40,A3,B3,1629177.5,0,regular
34558,C2,C21,C5,C58,A1,B1,129576.53,20366,regular
520161,C1,C11,C1,C18,A1,B1,2051350.63,20291,regular
246388,C9,C99,C1,C18,A2,B1,328284.27,0,regular
506201,C1,C14,C1,C11,A1,B1,305940.72,0,regular
465704,C1,C17,C9,C94,A1,B1,109749.18,0,regular
251870,C9,C97,C2,C28,A2,B3,1631068.18,0,regular
515822,C1,C14,C6,C68,A1,B2,1017941.47,0,regular
454398,C4,C43,C1,C11,A2,B1,1354331.77,0,regular
424457,C4,C47,C7,C70,A2,B2,22322.53,0,regular
273341,C2,C25,C5,C56,A1,B1,134946.14,11553,regular
129880,C1,C17,C1,C16,A1,B1,607282.8,3088,regular
355494,C1,C12,C1,C10,A1,B1,337354.54,33076,regular
343723,C6,C69,C9,C95,A2,B1,4882020.33,0,regular
397333,C9,C95,C1,C18,A2,B1,1815483.53,0,regular
436093,C1,C12,C1,C14,A1,B1,312722.24,4798,regular
525949,C9,C95,C7,C73,A2,B2,754258.92,0,regular
309550,C5,C52,C1,C12,A3,B1,206306.84,231,regular
189275,C1,C11,C4,C45,A1,B3,1150998.94,11760,regular
45637,C1,C13,C7,C74,A1,B2,407830.24,0,regular
472054,C9,C97,C1,C15,A2,B1,1338358.46,227,regular
298443,C1,C12,C1,C10,A1,B1,192841.63,0,regular
214183,C1,C15,C1,C19,A1,B1,918472.87,0,regular
277702,C5,C59,C4,C48,A3,B3,549687.04,0,regular
331882,C5,C50,C5,C51,A3,B1,56254995.44,0,regular
91286,C1,C13,C1,C13,A1,B1,52043.14,0,regular
190435,C1,C11,C6,C60,A1,B2,172417.43,22592,regular
422120,C5,C50,C1,C18,A3,B1,1126102.01,0,regular
454744,C1,C14,C1,C10,A1,B1,2420489.7,0,regular
343689,C1,C14,C1,C14,A1,B1,10000000,0,regular
315509,C1,C16,C1,C18,A1,B1,2626232.28,0,regular
497173,C6,C65,C1,C11,A2,B1,578106.83,120,regular
428619,C1,C12,C2,C27,A1,B3,126593.94,383,regular
229543,C2,C20,C1,C13,A1,B1,360967.19,0,regular
150129,C1,C19,C1,C12,A1,B1,946071.41,7034,regular
235851,C8,C84,C1,C11,A1,B1,395428.12,124197,regular
521708,C1,C17,C2,C20,A1,B3,250895.39,32076,regular
310039,C2,C29,C1,C16,A1,B1,246643.07,0,regular
166606,C1,C13,C1,C14,A1,B1,167749.18,0,regular
459430,C4,C47,C1,C17,A2,B1,437051.18,0,regular
316053,C3,C38,C1,C11,A3,B1,2050653.79,0,regular
1651,C6,C60,C6,C68,A2,B2,401182.04,0,regular
393466,C7,C73,C2,C20,A3,B3,2281701.78,0,regular
371509,C9,C90,C1,C16,A2,B1,271366.62,0,regular
215509,C5,C58,C4,C46,A3,B3,488803.53,25549,regular
473177,C8,C86,C8,C84,A1,B3,520720.96,0,regular
305461,C1,C10,C1,C19,A1,B1,423419.95,0,regular
524876,C1,C11,C6,C65,A1,B2,35412.58,104679,regular
211865,C2,C22,C2,C20,A1,B3,1088658.77,53397.81,regular
160159,C1,C15,C1,C13,A1,B1,21822.02,0,regular
474187,C1,C18,C4,C41,A1,B3,35558.08,30330,regular
99591,C5,C52,C5,C55,A3,B1,2394585.23,0,regular
510519,C9,C92,C2,C21,A2,B3,303455.28,252358,regular
257014,C6,C62,C2,C21,A2,B3,2217299.04,124199,regular
525466,C1,C17,C4,C40,A1,B3,829282.37,0,regular
220203,C1,C16,C2,C26,A1,B3,575786.39,844,regular
215194,C3,C33,C1,C18,A3,B1,181849.26,169850.03,regular
375089,C3,C32,C1,C16,A3,B1,1452116.06,0,regular
332374,C2,C20,C1,C15,A1,B1,11089168.14,0,regular
186055,C1,C18,C9,C92,A1,B1,396908.4,0,regular
121397,C1,C19,C1,C17,A1,B1,22950.01,11618,regular
267549,C5,C50,C6,C64,A3,B2,330013.64,70772,regular
77506,C2,C25,C7,C79,A1,B2,299809.75,0,regular
270497,C1,C13,C1,C16,A1,B1,1332818.81,31695,regular
382357,C4,C41,C1,C19,A2,B1,593296.64,0,regular
402043,C5,C53,C9,C92,A3,B1,996416.46,21751,regular
20402,C4,C46,C1,C19,A2,B1,932191.03,0,regular
508771,C1,C11,C4,C40,A1,B3,182559.67,0,regular
426311,C1,C11,C1,C19,A1,B1,614329.6,199662,regular
388011,C1,C19,C7,C71,A1,B2,695985.7,25895,regular
42736,C1,C13,C2,C20,A1,B3,330563.46,0,regular
393380,C6,C62,C1,C15,A2,B1,448722.81,0,regular
366411,C2,C21,C6,C67,A1,B2,511494.41,0,regular
419402,C6,C69,C2,C21,A2,B3,859501.91,0,regular
418980,C8,C84,C1,C10,A1,B1,384150.93,0,regular
498743,C1,C17,C1,C10,A1,B1,691445.2,0,regular
499987,C7,C73,C1,C16,A3,B1,24383.68,20629,regular
492739,C2,C20,C4,C48,A1,B3,342028.65,0,regular
257698,C1,C11,C1,C15,A1,B1,1097433.34,0,regular
366145,C4,C44,C1,C18,A2,B1,518720,0,regular
6394,C5,C51,C1,C11,A3,B1,1983516.81,10496,regular
436151,C6,C66,C1,C11,A2,B1,197212.81,0,regular
520257,C1,C16,C3,C32,A1,B2,322392.15,0,regular
28311,C3,C30,C2,C20,A3,B3,115114.73,10148,regular
262989,C3,C36,C7,C78,A3,B2,484956.52,0,regular
277417,C7,C74,C4,C40,A3,B3,997430.72,0,regular
462335,C8,C89,C1,C17,A1,B1,145500.14,0,regular
8749,C1,C18,C1,C19,A1,B1,91003.24,0,regular
27844,C6,C60,C1,C19,A2,B1,207937.76,0,regular
331027,C4,C49,C1,C10,A2,B1,573598.42,1921,regular
153820,C1,C10,C1,C18,A1,B1,304182.05,100142,regular
346678,C1,C11,C9,C93,A1,B1,8139157.41,128387,regular
531972,C1,C14,C2,C20,A1,B3,42056.35,0,regular
477116,C1,C14,C1,C11,A1,B1,2834241.1,961,regular
1745,C2,C21,C1,C13,A1,B1,392554.77,0,regular
14354,C7,C79,C3,C30,A3,B2,17430.51,0,regular
501653,C7,C78,C1,C14,A3,B1,2243186.63,0,regular
361496,C3,C30,C2,C20,A3,B3,1445492.55,8679.67,regular
49072,C1,C13,C1,C15,A1,B1,674335.11,220108.97,regular
389763,C1,C17,C1,C12,A1,B1,510925.86,52189,regular
507432,C6,C69,C5,C59,A2,B1,145455.78,97515.63,regular
258787,C7,C70,C3,C37,A3,B2,62033.4,0,regular
192002,C1,C19,C1,C17,A1,B1,346273.56,0,regular
244853,C5,C52,C7,C72,A3,B2,715451.32,540,regular
356964,C2,C20,C1,C16,A1,B1,270481.42,0,regular
162948,C2,C27,C1,C15,A1,B1,352304.21,449,regular
379567,C1,C12,C1,C10,A1,B1,106315.66,88886.65,regular
288946,C1,C11,C1,C15,A1,B1,840494.86,0,regular
59122,C9,C94,C1,C11,A2,B1,706371.31,134,regular
376180,C2,C21,C1,C12,A1,B1,180679.34,0,regular
472758,C2,C20,C1,C13,A1,B1,1260617.62,0,regular
411275,C9,C93,C4,C45,A2,B3,4814433.04,0,regular
31497,C9,C92,C8,C82,A2,B3,680460.44,0,regular
26096,C1,C12,C1,C16,A1,B1,647204.26,0,regular
463761,C8,C88,C1,C16,A1,B1,930902.48,52090,regular
494162,C6,C69,C1,C16,A2,B1,333770.06,16197,regular
191262,C1,C13,C1,C12,A1,B1,42387.01,0,regular
425550,C7,C77,C1,C15,A3,B1,1437991.78,0,regular
77002,C6,C69,C5,C53,A2,B1,1393055.67,101770,regular
304282,C1,C12,C1,C13,A1,B1,189921.04,0,regular
188925,C1,C12,C9,C98,A1,B1,2515403.66,123554,regular
459210,C4,C48,C5,C53,A2,B1,313513.17,0,regular
459763,C3,C38,C1,C16,A3,B1,245884.42,55225,regular
163266,C1,C19,C1,C12,A1,B1,195456,0,regular
188198,C6,C64,C1,C10,A2,B1,23232.89,0,regular
173111,C9,C90,C1,C19,A2,B1,2154044.74,0,regular
314609,C1,C14,C1,C19,A1,B1,722986.12,0,regular
205322,C9,C99,C1,C16,A2,B1,1021161.53,0,regular
518219,C1,C18,C6,C63,A1,B2,92324.99,20921,regular
517905,C8,C88,C7,C74,A1,B2,405663.1,0,regular
417915,C1,C11,C2,C21,A1,B3,815517.77,78332,regular
277742,C1,C12,C8,C88,A1,B3,238470.61,44,regular
499313,C3,C33,C1,C14,A3,B1,309020.82,0,regular
391325,C1,C19,C5,C52,A1,B1,131416.83,0,regular
159798,C7,C74,C2,C20,A3,B3,113232.59,0,regular
380537,C6,C69,C1,C13,A2,B1,337310.99,0,regular
200390,C3,C35,C1,C13,A3,B1,749806.62,91972,regular
196162,C5,C55,C1,C16,A3,B1,118238.8,0,regular
155781,C1,C19,C1,C11,A1,B1,521424.15,0,regular
87520,C1,C19,C1,C13,A1,B1,1483585.6,0,regular
29300,C5,C51,C8,C88,A3,B3,403929.11,0,regular
57606,C1,C16,C1,C19,A1,B1,1792940.46,18976,regular
422076,C1,C10,C7,C70,A1,B2,1382909.94,19886,regular
285269,C1,C15,C9,C96,A1,B1,717858.04,162500,regular
359346,C4,C48,C1,C19,A2,B1,1490320.16,0,regular
208772,C2,C21,C3,C39,A1,B2,517203.94,41565,regular
275409,C3,C31,C5,C56,A3,B1,115847.53,105207,regular
2413,C8,C85,C5,C57,A1,B1,204712.66,117859.53,regular
204551,C2,C28,C2,C20,A1,B3,284684.35,0,regular
528314,C5,C54,C1,C11,A3,B1,71314.8,0,regular
188792,C1,C17,C9,C96,A1,B1,228444.67,10866,regular
476081,C1,C14,C3,C34,A1,B2,244591.25,1507,regular
249744,C1,C10,C5,C58,A1,B1,339749.24,60180,regular
276619,C8,C83,C7,C79,A1,B2,180310.07,0,regular
256692,C1,C16,C1,C18,A1,B1,422158.18,775,regular
490571,C1,C17,C1,C14,A1,B1,752816.55,181737,regular
7548,C1,C11,C1,C14,A1,B1,778123.65,81183,regular
211361,C1,C10,C1,C10,A1,B1,342570.39,0,regular
426988,C1,C16,C2,C20,A1,B3,86173.81,0,regular
20968,C7,C78,C1,C19,A3,B1,1188488.3,0,regular
459942,C1,C12,C1,C19,A1,B1,139393.32,0,regular
339039,C1,C19,C2,C20,A1,B3,9333800.97,0,regular
157550,C1,C11,C1,C15,A1,B1,58564.21,14446,regular
15383,C9,C94,C1,C19,A2,B1,107813.11,0,regular
85519,C8,C86,C1,C16,A1,B1,444192.41,62063,regular
180459,C2,C23,C3,C35,A1,B2,1202764.43,14860,regular
63668,C3,C38,C1,C19,A3,B1,126695.24,0,regular
170884,C3,C35,C9,C90,A3,B1,957710.54,0,regular
347499,C1,C16,C3,C34,A1,B2,7644953.32,0,regular
336376,C1,C16,C8,C82,A1,B3,747886.39,772,regular
507958,C2,C21,C4,C46,A1,B3,983366.77,0,regular
179406,C6,C69,C1,C14,A2,B1,8281.5,0,regular
495557,C3,C30,C1,C19,A3,B1,390493.37,0,regular
161103,C6,C66,C1,C12,A2,B1,2472487.46,155931.29,regular
506155,C1,C11,C1,C10,A1,B1,393937.25,0,regular
173075,C1,C17,C3,C37,A1,B2,2436.76,0,regular
262295,C1,C11,C9,C91,A1,B1,18888.91,0,regular
135070,C2,C20,C1,C15,A1,B1,142788.5,1047,regular
295535,C1,C14,C2,C20,A1,B3,143313.31,1781,regular
50257,C3,C31,C1,C16,A3,B1,335955.31,4059,regular
2322,C1,C12,C9,C96,A1,B1,368731.9,47914.91,regular
320507,C1,C12,C1,C12,A1,B1,204239.36,0,regular
513174,C1,C10,C3,C33,A1,B2,4085299.65,0,regular
122743,C1,C19,C8,C81,A1,B3,152845.64,80335,regular
346879,C2,C23,C8,C84,A1,B3,506007.81,0,regular
483329,C1,C19,C9,C95,A1,B1,1863278.08,0,regular
235566,C1,C14,C5,C56,A1,B1,1201140.32,8927,regular
130683,C5,C53,C1,C13,A3,B1,828135.7,0,regular
55592,C1,C18,C9,C95,A1,B1,187945.32,0,regular
432523,C2,C20,C5,C54,A1,B1,293548.46,0,regular
418441,C2,C25,C2,C20,A1,B3,1166467.87,10839,regular
530002,C1,C14,C1,C18,A1,B1,532588.16,0,regular
